source_id,destination_id,units_shipped,total_cost
Sb5c3a67,D48b24ce,10398,6281.62
Sb5c3a67,D662583f,17633,344.06
Sb5c3a67,D662583f,17546,3500.64
Sb5c3a67,Da7cec12,11636,4826.03
Sb5c3a67,Da7cec12,18722,463.37
Sb5c3a67,D662583f,12303,2331.57
Sb5c3a67,Db51b0fe,18183,1002.18
Sb5c3a67,Db51b0fe,13011,6962.4
Sb5c3a67,Db51b0fe,19261,98.54
Sb5c3a67,Da7cec12,19340,285.26
Sb5c3a67,D662583f,15068,444.69
Sb5c3a67,D662583f,19200,1142.63
Sb5c3a67,Da7cec12,17166,7977.9
Sb5c3a67,D3d03c41,19214,204.54
Sb5c3a67,D48b24ce,12347,791.66
Sb5c3a67,D48b24ce,16783,740.43
Sb5c3a67,D662583f,19521,2137.79
Sb5c3a67,D3d03c41,18756,3388.18
Sb5c3a67,D7c2a294,14921,451.66
Sb5c3a67,D3d03c41,14539,590.94
Sb5c3a67,D7c2a294,14497,873.74
Sb5c3a67,Db51b0fe,13457,5586.22
Sb5c3a67,D48b24ce,16199,1686.6
Sb5c3a67,Db51b0fe,15556,2724.11
Sb5c3a67,D662583f,13213,257.81
Sb5c3a67,D3d03c41,11271,1021.66
Sb5c3a67,Da7cec12,13408,-338.55
Sb5c3a67,Da7cec12,12401,1299.0
Sb5c3a67,Db51b0fe,12358,6242.23
Sb5c3a67,D662583f,19651,1365.98
Sb5c3a67,Da7cec12,18632,3442.26
Sb5c3a67,D7c2a294,12844,1287.87
Sb5c3a67,D3d03c41,17309,357.35
Sb5c3a67,Db51b0fe,19865,896.23
Sb5c3a67,D7c2a294,13244,1725.3
Sb5c3a67,D7c2a294,19347,5809.33
Sb5c3a67,Da7cec12,19244,-101.03
Sb5c3a67,Da7cec12,11660,1337.98
Sb5c3a67,D7c2a294,14020,844.99
Sb5c3a67,D662583f,16737,5012.94
Sb5c3a67,D662583f,15424,1072.16
Sb5c3a67,Db51b0fe,17385,3739.8
Sb5c3a67,D48b24ce,12442,1295.43
Sb5c3a67,Db51b0fe,11751,2057.79
Sb5c3a67,D48b24ce,12308,4727.72
Sb5c3a67,Db51b0fe,18088,1358.7
Sb5c3a67,D48b24ce,11645,5754.0
Sb5c3a67,Db51b0fe,18683,5326.83
Sb5c3a67,Da7cec12,15189,6147.75
Sb5c3a67,Da7cec12,18640,4748.54
Sb5c3a67,D3d03c41,13946,1264.14
Sb5c3a67,Da7cec12,14802,6287.15
Sb5c3a67,D3d03c41,13351,8.61
Sb5c3a67,D7c2a294,14250,10548.85
Sb5c3a67,D48b24ce,16292,1696.28
Sb5c3a67,Db51b0fe,12977,2272.48
Sb5c3a67,D48b24ce,11768,-186.9
Sb5c3a67,D48b24ce,14090,5271.32
Sb5c3a67,D7c2a294,10593,108.79
Sb5c3a67,D7c2a294,17879,12877.71
Sb5c3a67,Db51b0fe,17060,769.68
Sb5c3a67,D7c2a294,12837,388.58
Sb5c3a67,D48b24ce,15170,2641.36
Sb5c3a67,D3d03c41,14058,1274.29
Sb5c3a67,D7c2a294,16663,2004.06
Sb5c3a67,D662583f,16500,1641.95
Sb5c3a67,Da7cec12,12243,3486.19
Sb5c3a67,D7c2a294,10958,1098.76
Sb5c3a67,D3d03c41,14428,1740.67
Sb5c3a67,Da7cec12,14670,509.78
Sb5c3a67,D662583f,14448,859.83
Sb5c3a67,Da7cec12,15054,1125.29
Sb5c3a67,D3d03c41,19499,12.58
Sb5c3a67,D662583f,10412,1140.24
Sb5c3a67,Da7cec12,12429,5527.8
Sb5c3a67,D7c2a294,18544,5382.77
Sb5c3a67,D7c2a294,13453,1483.47
Sb5c3a67,D7c2a294,17130,7884.43
Sb5c3a67,D7c2a294,10103,103.76
Sb5c3a67,D7c2a294,16651,837.05
Sb5c3a67,D7c2a294,13332,1603.44
Sb5c3a67,D3d03c41,17566,11.33
Sb5c3a67,D7c2a294,13659,3.69
Sb5c3a67,Db51b0fe,15979,6473.35
Sb5c3a67,Da7cec12,19411,-296.02
Sb5c3a67,D662583f,10031,1198.83
Sb5c3a67,D662583f,17087,504.27
Sb5c3a67,D662583f,15497,1077.23
Sb5c3a67,D662583f,14723,3231.88
Sb5c3a67,Da7cec12,11935,653.44
Sb5c3a67,D662583f,16475,815.71
Sb5c3a67,D48b24ce,11680,632.09
Sb5c3a67,D48b24ce,16056,387.23
Sb5c3a67,D48b24ce,15537,2394.53
Sb5c3a67,D7c2a294,15123,1213.93
Sb5c3a67,D7c2a294,10826,977.27
Sb5c3a67,D662583f,10621,2119.02
Sb5c3a67,Db51b0fe,12340,680.13
Sb5c3a67,D48b24ce,12091,1137.98
Sb5c3a67,Db51b0fe,16421,1233.48
Sb5c3a67,Db51b0fe,19550,10070.52
Sb5c3a67,D7c2a294,15342,157.57
Sb5c3a67,Db51b0fe,18901,96.7
Sb5c3a67,D662583f,11002,1644.93
Sb5c3a67,D3d03c41,19257,1360.41
Sb5c3a67,D48b24ce,17701,6799.27
Sb5c3a67,Da7cec12,12485,184.15
Sb5c3a67,Db51b0fe,10125,7038.05
Sb5c3a67,D48b24ce,11033,-64.9
Sb5c3a67,Da7cec12,16179,8004.56
Sb5c3a67,D662583f,18479,2578.05
Sb5c3a67,Da7cec12,18001,-94.51
Sb5c3a67,D3d03c41,12625,765.65
Sb5c3a67,Da7cec12,16624,7393.52
Sb5c3a67,Da7cec12,10355,6469.29
Sb5c3a67,D662583f,15445,2618.12
Sb5c3a67,D662583f,18864,2065.84
Sb5c3a67,D3d03c41,13358,943.68
Sb5c3a67,D7c2a294,17249,349.64
Sb5c3a67,Da7cec12,14397,-363.52
Sb5c3a67,D3d03c41,19020,2104.47
Sb5c3a67,D7c2a294,17806,6771.09
Sb5c3a67,Db51b0fe,17174,1805.27
Sb5c3a67,D3d03c41,14102,2124.4
Sb5c3a67,D48b24ce,16564,3546.64
Sb5c3a67,D3d03c41,14289,437.89
Sb5c3a67,D48b24ce,13127,447.86
Sb5c3a67,D7c2a294,19981,1404.07
Sb5c3a67,D3d03c41,16513,1661.95
Sb5c3a67,D3d03c41,19477,5466.13
Sb5c3a67,D3d03c41,17676,188.16
Sb5c3a67,D48b24ce,16444,3027.63
Sb5c3a67,D48b24ce,12823,2617.4
Sb5c3a67,D662583f,19895,2974.55
Sb5c3a67,D48b24ce,15832,2756.63
Sb5c3a67,D7c2a294,12751,1661.08
Sb5c3a67,D3d03c41,10039,307.65
Sb5c3a67,Da7cec12,19344,91.88
Sb5c3a67,D48b24ce,14486,1218.53
Sb5c3a67,Da7cec12,11550,1094.36
Sb5c3a67,Da7cec12,18712,-472.48
Sb5c3a67,Db51b0fe,14016,772.51
Sb5c3a67,D7c2a294,17561,4219.39
Sb5c3a67,Da7cec12,19835,292.57
Sb5c3a67,Da7cec12,15710,4159.22
Sb5c3a67,Db51b0fe,12012,181.58
Sb5c3a67,D48b24ce,11340,1747.69
Sb5c3a67,D662583f,11665,577.56
Sb5c3a67,D7c2a294,14457,4051.87
Sb5c3a67,D662583f,13968,1948.71
Sb5c3a67,Db51b0fe,15459,3016.3
Sb5c3a67,D3d03c41,13339,408.78
Sb5c3a67,Db51b0fe,15173,5539.91
Sb5c3a67,D48b24ce,17366,9622.81
Sb5c3a67,Db51b0fe,18901,1419.77
Sb5c3a67,D48b24ce,11336,1860.44
Sb5c3a67,D662583f,19913,786.81
Sb5c3a67,D48b24ce,16290,2347.68
Sb5c3a67,D48b24ce,10164,245.13
Sb5c3a67,Da7cec12,10331,2115.27
Sb5c3a67,D48b24ce,13483,5988.04
Sb5c3a67,Db51b0fe,11555,983.52
Sb5c3a67,Da7cec12,10718,6160.17
Sb5c3a67,D662583f,12001,954.23
Sb5c3a67,Db51b0fe,19573,1861.71
Sb5c3a67,D662583f,11928,709.86
Sb5c3a67,D3d03c41,16411,338.81
Sb5c3a67,D7c2a294,11827,1777.25
Sb5c3a67,D3d03c41,12372,131.7
Sb5c3a67,D3d03c41,18126,2730.59
Sb5c3a67,D48b24ce,12416,299.44
Sb5c3a67,Da7cec12,14074,911.29
Sb5c3a67,D3d03c41,11639,356.68
Sb5c3a67,D662583f,17602,1223.55
Sb5c3a67,Da7cec12,17558,785.72
Sb5c3a67,Db51b0fe,10332,3049.14
Sb5c3a67,Db51b0fe,11620,-56.75
Sb5c3a67,Db51b0fe,16677,2753.64
Sb5c3a67,Db51b0fe,15839,397.82
Sb5c3a67,Da7cec12,14181,1060.03
Sb5c3a67,D48b24ce,15784,5747.23
Sb5c3a67,Db51b0fe,13354,1270.18
Sb5c3a67,Da7cec12,17948,5469.65
